sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
132,emp2_107,Q71,2007,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,emp2_1 2007: [JOB SATISFACTION B] I am satisfied with my job.
259,empw1_108,Q71,2008,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,empw1_1 2008: [JOB SATISFACTION B] I am satisfied with my job.
402,empw1_109,Q71,2009,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,empw1_1 2009: [JOB SATISFACTION] I am satisfied with my job.
562,empw1_110,Q71,2010,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,empw1_1 2010: [JOB SATISFACTION R] I am satisfied with my job.
739,empw1_111,Q71,2011,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,empw1_1 2011: [JOB SATISFACTION B] I am satisfied with my job.
928,Q2327_06_13,Q71,2013,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,I am satisfied with my job.
1073,Q2327_06_15,Q71,2015,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,I am satisfied with my job.
1232,Q2327_06_18,Q71,2018,Q2327_06,Raw Survey Question,Employment as a BC Public Servant,Job_Satisfaction,,I am satisfied with my job.
260,empw1_208,Q72,2008,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_2 2008: [NON-MODEL] I am satisfied with my work unit.
403,empw1_209,Q72,2009,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_2 2009: [NON-MODEL] I am satisfied with my work unit.
563,empw1_210,Q72,2010,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_2 2010: [NON-MODEL] I am satisfied with my work unit.
740,empw1_211,Q72,2011,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_2 2011: [NON-MODEL] I am satisfied with my work unit.
929,Q7750_08_13,Q72,2013,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,I am satisfied with my work unit.
1074,Q7750_08_15,Q72,2015,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,I am satisfied with my work unit.
1233,Q7750_08_18,Q72,2018,Q7750_08,Raw Survey Question,Employment as a BC Public Servant,,,I am satisfied with my work unit.
261,empw1_308,Q73,2008,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_3 2008: [NON-MODEL] I would prefer to remain with my work unit even if a comparable job was available elsewhere in the BC Public Service.
404,empw1_309,Q73,2009,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_3 2009: [NON-MODEL] I would prefer to remain with my work unit even if a comparable job was available elsewhere in the BC Public Service.
564,empw1_310,Q73,2010,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_3 2010: [NON-MODEL] I would prefer to remain with my work unit even if a comparable job was available elsewhere in the BC Public Service.
741,empw1_311,Q73,2011,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,empw1_3 2011: [NON-MODEL] I would prefer to remain with my work unit even if a comparable job was available elsewhere in the BC Public Service.
930,Q1277_08_13,Q73,2013,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,"I would prefer to remain with my work unit, even if a comparable job was available in another organization."
1075,Q1277_08_15,Q73,2015,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,"I would prefer to remain with my work unit, even if a comparable job was available elsewhere in the BC Public Service."
1234,Q1277_08_18,Q73,2018,Q1277_08,Raw Survey Question,Employment as a BC Public Servant,,,"I would prefer to remain with my work unit, even if a comparable job was available elsewhere in the BC Public Service."
742,empw1_411,Q74,2011,Q2958_06,Raw Survey Question,Employment as a BC Public Servant,Org_Satisfaction,,empw1_4 2011: [ORGANIZATION SATISFACTION B] I am satisfied with my organization.
931,Q2958_06_13,Q74,2013,Q2958_06,Raw Survey Question,Employment as a BC Public Servant,Org_Satisfaction,,I am satisfied with my organization.
1076,Q2958_06_15,Q74,2015,Q2958_06,Raw Survey Question,Employment as a BC Public Servant,Org_Satisfaction,,I am satisfied with my organization.
1235,Q2958_06_18,Q74,2018,Q2958_06,Raw Survey Question,Employment as a BC Public Servant,Org_Satisfaction,,I am satisfied with my organization.
128,emp1_307,Q75,2007,Q8033_04,Raw Survey Question,Employment as a BC Public Servant,,,"emp1_3 2007: [NON-MODEL] At present, I would prefer to remain with my organization even if a comparable job was available in another organization."
263,empw1_508,Q75,2008,Q8033_04,Raw Survey Question,Employment as a BC Public Servant,,,"empw1_5 2008: [NON-MODEL] At present, I would prefer to remain with my organization even if a comparable job was available in another organization."
406,empw1_509,Q75,2009,Q8033_04,Raw Survey Question,Employment as a BC Public Servant,,,"empw1_5 2009: [NON-MODEL] At present, I would prefer to remain with my organization even if a comparable job was available in another organization."
566,empw1_510,Q75,2010,Q8033_04,Raw Survey Question,Employment as a BC Public Servant,,,"empw1_5 2010: [NON-MODEL] At present, I would prefer to remain with my organization even if a comparable job was available in another organization."
743,empw1_511,Q75,2011,Q8033_04,Raw Survey Question,Employment as a BC Public Servant,,,"empw1_5 2011: [NON-MODEL] At present, I would prefer to remain with my organization even if a comparable job was available in another organization."
932,Q8033_04_13,Q75,2013,Q8033_04,Raw Survey Question,Employment as a BC Public Servant,,,"At present, I would prefer to remain with my organization even if a comparable job was available in another organization."
1077,Q3786_15_15,Q75,2015,Q3786_15,Raw Survey Question,Employment as a BC Public Servant,,,"I would prefer to remain with my organization, even if a comparable job was available in the BC Public Service."
1236,Q3786_15_18,Q75,2018,Q3786_15,Raw Survey Question,Employment as a BC Public Servant,,,"I would prefer to remain with my organization, even if a comparable job was available elsewhere in the BC Public Service."
134,emp2_307,Q76,2007,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"emp2_3 2007: [BC PUBLIC SERVICE COMMITMENT B] Overall, I am satisfied in my work as a BC Public Service employee."
264,empw1_608,Q76,2008,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_6 2008: [BC PUBLIC SERVICE COMMITMENT B] Overall, I am satisfied in my work as a BC Public Service employee."
407,empw1_609,Q76,2009,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_6 2009: [BC PUBLIC SERVICE COMMITMENT] Overall, I am satisfied in my work as a BC Public Service employee."
567,empw1_610,Q76,2010,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_6 2010: [BC PUBLIC SERVICE COMMITMENT] Overall, I am satisfied in my work as a BC Public Service employee."
744,empw1_611,Q76,2011,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_6 2011: [BC PUBLIC SERVICE COMMITMENT B] Overall, I am satisfied in my work as a BC Public Service employee."
933,Q3373_06_13,Q76,2013,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"Overall, I am satisfied in my work as a BC Public Service employee."
1078,Q3373_06_15,Q76,2015,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"Overall, I am satisfied in my work as a BC Public Service employee."
1237,Q3373_06_18,Q76,2018,Q3373_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"Overall, I am satisfied in my work as a BC Public Service employee."
1079,Q4906_15_15,Q77,2015,Q4906_15,Raw Survey Question,Employment as a BC Public Servant,,,"Overall, I feel valued as a BC Public Service employee."
1238,Q4906_15_18,Q77,2018,Q4906_15,Raw Survey Question,Employment as a BC Public Servant,,,"Overall, I feel valued as a BC Public Service employee."
127,emp1_207,Q78,2007,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,emp1_2 2007: [NON-MODEL] I am proud to tell people I work for the BC Public Service.
265,empw1_708,Q78,2008,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_7 2008: [NON-MODEL] I am proud to tell people I work for the BC Public Service.
408,empw1_709,Q78,2009,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_7 2009: [NON-MODEL] I am proud to tell people I work for the BC Public Service.
568,empw1_710,Q78,2010,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_7 2010: [NON-MODEL] I am proud to tell people I work for the BC Public Service.
745,empw1_711,Q78,2011,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_7 2011: [NON-MODEL] I am proud to tell people I work for the BC Public Service.
934,Q6458_06_13,Q78,2013,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,I am proud to tell people I work for the BC Public Service.
1080,Q6458_06_15,Q78,2015,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,I am proud to tell people I work for the BC Public Service.
1239,Q6458_06_18,Q78,2018,Q6458_06,Raw Survey Question,Employment as a BC Public Servant,,,I am proud to tell people I work for the BC Public Service.
129,emp1_407,Q79,2007,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"emp1_4 2007: [BC PUBLIC SERVICE COMMITMENT B] I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
266,empw1_808,Q79,2008,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_8 2008: [NON-MODEL] I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere.[BC PUBLIC SERVICE COMMITMENT]"
409,empw1_809,Q79,2009,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_8 2009: [BC PUBLIC SERVICE COMMITMENT] I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
569,empw1_810,Q79,2010,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_8 2010: [BC PUBLIC SERVICE COMMITMENT] I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
746,empw1_811,Q79,2011,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"empw1_8 2011: [BC PUBLIC SERVICE COMMITMENT B] I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
935,Q6957_06_13,Q79,2013,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
1081,Q6957_06_15,Q79,2015,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
1240,Q6957_06_18,Q79,2018,Q6957_06,Raw Survey Question,Employment as a BC Public Servant,Commitment,,"I would prefer to stay with the BC Public Service, even if offered a similar job elsewhere."
131,emp1_607,Q80,2007,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,emp1_6 2007: [NON-MODEL] I would recommend the BC Public Service as a great place to work.
267,empw1_908,Q80,2008,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_9 2008: [NON-MODEL] I would recommend the BC Public Service as a great place to work.
410,empw1_909,Q80,2009,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_9 2009: [NON-MODEL] I would recommend the BC Public Service as a great place to work.
570,empw1_910,Q80,2010,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_9 2010: [NON-MODEL] I would recommend the BC Public Service as a great place to work.
747,empw1_911,Q80,2011,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,empw1_9 2011: [NON-MODEL] I would recommend the BC Public Service as a great place to work.
936,Q9042_06_13,Q80,2013,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,I would recommend the BC Public Service as a great place to work.
1082,Q9042_06_15,Q80,2015,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,I would recommend the BC Public Service as a great place to work.
1241,Q9042_06_18,Q80,2018,Q9042_06,Raw Survey Question,Employment as a BC Public Servant,,,I would recommend the BC Public Service as a great place to work.
572,com110,Q82,2010,Q3345_13,Raw Survey Question,Comments,,,com1 2010: What one thing would you like your organization to focus on in the next 12 months to improve your work environment?
748,COM1_11,Q82,2011,Q3345_13,Raw Survey Question,Comments,,,com1_11: What one thing would you like your organization to focus on in the next 12 months to improve your work environment?
937,Q3345_13_13,Q82,2013,Q3345_13,Raw Survey Question,Comments,,,What one thing would you like your organization to focus on to improve your work environment?
1083,Q3345_13_15,Q82,2015,Q3345_13,Raw Survey Question,Comments,,,What one thing would you like your organization to focus on to improve your work environment?
1242,Q2830_18_18,Q83,2018,Q2830_18,Raw Survey Question,Workplace Improvements,,,I have seen improvements in my current workplace since the last Work Environment Survey.
770,imp2_11,Q84,2011,Q4981_11,Raw Survey Question,Workplace Improvements,,,imp2 2011: Please describe the improvement(s) made in your workplace.
939,Q4981_11_13,Q84,2013,Q4981_11,Raw Survey Question,Workplace Improvements,,,Please describe the improvement(s) made in your workplace.
1085,Q4981_11_15,Q84,2015,Q4981_11,Raw Survey Question,Workplace Improvements,,,Please describe the improvement(s) made in your workplace.
1243,Q6164_15_18,Q85,2018,Q6164_15,Raw Survey Question,My Mode of Work,,,Are you currently working in an LWS workplace?
1087,Q5370_15_15,Q86,2015,Q5370_15,Raw Survey Question,My Mode of Work,,,"There are various workstyles, ranging from assigned residents to fully mobile workers. For this survey, four main workstyles are identified (with some variations). Please indicate your current workstyle."
1244,Q5370_15_18,Q86,2018,Q5370_15,Raw Survey Question,My Mode of Work,,,"There are various workstyles, ranging from assigned residents to fully mobile workers. For this survey, four main workstyles are identified. Please indicate your current workstyle."
1245,sex1_18_18,NA,2018,,Exclude,Exclude - captured elsewhere,,,Which of the following genders do you most closely identify with?
1246,asex1_18_18,NA,2018,,Exclude,Exclude - captured elsewhere,,,Self described: Which of the following genders do you most closely identify with?
1247,sexor2_18_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,"Do you self-identify as a person on the LGBTQ2S+ (Lesbian, Gay, Bisexual, Trans, Queer, Two Spirit, and other) spectrum?"
1248,asexor1_18_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,"Self described: Do you self-identify as a person on the LGBTQ2S+ (Lesbian, Gay, Bisexual, Trans, Queer, Two Spirit, and other) spectrum?"
1249,abo1_18_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,"Do you identify yourself as an Indigenous person, that is, First Nations (status or non-status), Métis or Inuit?"
1250,abo2_1_13_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,"Self-identified as First Nations, Metis, and/or Inuit"
1251,abo2_2_13_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,"Self-identified as First Nations, Metis, and/or Inuit"
1252,abo2_3_13_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,"Self-identified as First Nations, Metis, and/or Inuit"
1253,vis1_13_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,Do you consider yourself to be a member of a visible minority group?
1254,dis1_13_18,NA,2018,,Sensitive Info,Exclude - captured elsewhere,,,Do you consider yourself to be a person with a disability?
1255,Engagement_18,Engagement,2018,,Calculated from Raw,Engagement Model,,,Engagement 2018 =(Job_Satisfaction_18 + Org_Satsfaction_18 + Commitment_18)/3
1256,Commitment_18,Commitment,2018,,Calculated from Raw,Engagement Model,Engagement,,Commitment 2018 =(Q3373_06_18 + Q6957_06_18)/2
1257,Job_Satisfaction_18,Job_Satisfaction,2018,,Calculated from Raw,Engagement Model,Engagement,,Job Satisfaction 2018 =Q2327_06_18
